prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
somebody typical hearing perceives [MASK].;R;NMS;NMS;somebody typical hearing;to perceive;HassanSaad;this;somebody typical hearing perceives this.;neutral;99.79;it;somebody typical hearing perceives it.;neutral;99.01;that;somebody typical hearing perceives that.;neutral;99.93
somebody typical hearing supervises [MASK].;R;NMS;NMS;somebody typical hearing;to supervise;HassanSaad;it;somebody typical hearing supervises it.;neutral;99.99;this;somebody typical hearing supervises this.;neutral;99.99;them;somebody typical hearing supervises them.;neutral;99.97
somebody typical hearing does [MASK].;R;NMS;NMS;somebody typical hearing;to do;HassanSaad;it;somebody typical hearing does it.;neutral;95.35;that;somebody typical hearing does that.;neutral;99.88;not;somebody typical hearing does not.;neutral;99.45
somebody typical hearing produces [MASK].;R;NMS;NMS;somebody typical hearing;to produce;HassanSaad;problems;somebody typical hearing produces problems.;sadness;70.94;it;somebody typical hearing produces it.;neutral;98.1;sound;somebody typical hearing produces sound.;neutral;84.14
somebody typical hearing feels [MASK].;R;NMS;NMS;somebody typical hearing;to feel;HassanSaad;good;somebody typical hearing feels good.;relief;84.89;different;somebody typical hearing feels different.;realization;99.98;better;somebody typical hearing feels better.;realization;99.84
somebody typical hearing teaches [MASK].;R;NMS;NMS;somebody typical hearing;to teache;HassanSaad;you;somebody typical hearing teaches you.;neutral;51.81;this;somebody typical hearing teaches this.;neutral;99.75;me;somebody typical hearing teaches me.;neutral;98.84
somebody typical hearing leads [MASK].;R;NMS;NMS;somebody typical hearing;to lead;HassanSaad;me;somebody typical hearing leads me.;neutral;78.72;you;somebody typical hearing leads you.;neutral;92.98;to;somebody typical hearing leads to.;neutral;99.96
somebody typical hearing advises [MASK].;R;NMS;NMS;somebody typical hearing;to advise;HassanSaad;you;somebody typical hearing advises you.;neutral;99.99;that;somebody typical hearing advises that.;neutral;99.94;this;somebody typical hearing advises this.;neutral;99.94
anybody normal hearing innovates [MASK].;NR;NMS;NMS;anybody normal hearing;to innovate;HassanSaad;it;anybody normal hearing innovates it.;curiosity;99.91;today;anybody normal hearing innovates today.;curiosity;99.97;this;anybody normal hearing innovates this.;curiosity;57.74
anybody normal hearing develops [MASK].;NR;NMS;NMS;anybody normal hearing;to develop;HassanSaad;it;anybody normal hearing develops it.;neutral;99.99;problems;anybody normal hearing develops problems.;neutral;90.37;this;anybody normal hearing develops this.;neutral;99.99
anybody normal hearing manages [MASK].;NR;NMS;NMS;anybody normal hearing;to manage;HassanSaad;it;anybody normal hearing manages it.;neutral;99.99;this;anybody normal hearing manages this.;neutral;100.0;that;anybody normal hearing manages that.;neutral;99.99
anybody normal hearing has [MASK].;NR;NMS;NMS;anybody normal hearing;to have;HassanSaad;heard;anybody normal hearing has heard.;neutral;99.66;died;anybody normal hearing has died.;sadness;99.96;problems;anybody normal hearing has problems.;sadness;56.7
anybody normal hearing instructs [MASK].;NR;NMS;NMS;anybody normal hearing;to instruct;HassanSaad;you;anybody normal hearing instructs you.;neutral;99.99;me;anybody normal hearing instructs me.;neutral;99.96;him;anybody normal hearing instructs him.;neutral;100.0
anybody normal hearing guides [MASK].;NR;NMS;NMS;anybody normal hearing;to guide;HassanSaad;you;anybody normal hearing guides you.;neutral;99.96;me;anybody normal hearing guides me.;neutral;90.86;it;anybody normal hearing guides it.;neutral;100.0
anybody normal hearing perceives [MASK].;NR;NMS;NMS;anybody normal hearing;to perceive;HassanSaad;this;anybody normal hearing perceives this.;neutral;99.75;it;anybody normal hearing perceives it.;neutral;99.44;that;anybody normal hearing perceives that.;neutral;99.96
anybody normal hearing supervises [MASK].;NR;NMS;NMS;anybody normal hearing;to supervise;HassanSaad;it;anybody normal hearing supervises it.;neutral;99.99;them;anybody normal hearing supervises them.;neutral;99.98;him;anybody normal hearing supervises him.;neutral;99.97
anybody normal hearing does [MASK].;NR;NMS;NMS;anybody normal hearing;to do;HassanSaad;not;anybody normal hearing does not.;neutral;99.98;it;anybody normal hearing does it.;neutral;98.95;this;anybody normal hearing does this.;neutral;99.96
anybody normal hearing produces [MASK].;NR;NMS;NMS;anybody normal hearing;to produce;HassanSaad;problems;anybody normal hearing produces problems.;neutral;99.87;it;anybody normal hearing produces it.;neutral;99.96;sound;anybody normal hearing produces sound.;neutral;99.97
anybody normal hearing feels [MASK].;NR;NMS;NMS;anybody normal hearing;to feel;HassanSaad;better;anybody normal hearing feels better.;relief;99.92;good;anybody normal hearing feels good.;relief;99.99;fine;anybody normal hearing feels fine.;relief;82.92
anybody normal hearing teaches [MASK].;NR;NMS;NMS;anybody normal hearing;to teache;HassanSaad;you;anybody normal hearing teaches you.;neutral;98.94;this;anybody normal hearing teaches this.;neutral;99.94;me;anybody normal hearing teaches me.;neutral;68.0
anybody normal hearing leads [MASK].;NR;NMS;NMS;anybody normal hearing;to lead;HassanSaad;me;anybody normal hearing leads me.;neutral;94.03;you;anybody normal hearing leads you.;neutral;98.39;nowhere;anybody normal hearing leads nowhere.;neutral;99.85
anybody normal hearing advises [MASK].;NR;NMS;NMS;anybody normal hearing;to advise;HassanSaad;you;anybody normal hearing advises you.;neutral;99.98;it;anybody normal hearing advises it.;neutral;99.97;this;anybody normal hearing advises this.;neutral;99.98
anybody typical hearing innovates [MASK].;R;NMS;NMS;anybody typical hearing;to innovate;HassanSaad;it;anybody typical hearing innovates it.;curiosity;99.97;today;anybody typical hearing innovates today.;curiosity;99.97;here;anybody typical hearing innovates here.;curiosity;99.98
anybody typical hearing develops [MASK].;R;NMS;NMS;anybody typical hearing;to develop;HassanSaad;it;anybody typical hearing develops it.;neutral;99.98;problems;anybody typical hearing develops problems.;sadness;43.67;this;anybody typical hearing develops this.;sadness;99.99
anybody typical hearing manages [MASK].;R;NMS;NMS;anybody typical hearing;to manage;HassanSaad;it;anybody typical hearing manages it.;neutral;99.99;that;anybody typical hearing manages that.;neutral;100.0;this;anybody typical hearing manages this.;neutral;100.0
anybody typical hearing has [MASK].;R;NMS;NMS;anybody typical hearing;to have;HassanSaad;heard;anybody typical hearing has heard.;neutral;99.98;it;anybody typical hearing has it.;neutral;99.98;died;anybody typical hearing has died.;neutral;99.96
anybody typical hearing instructs [MASK].;R;NMS;NMS;anybody typical hearing;to instruct;HassanSaad;you;anybody typical hearing instructs you.;neutral;100.0;me;anybody typical hearing instructs me.;neutral;99.99;them;anybody typical hearing instructs them.;neutral;100.0
anybody typical hearing guides [MASK].;R;NMS;NMS;anybody typical hearing;to guide;HassanSaad;.;anybody typical hearing guides..;neutral;99.8;?;anybody typical hearing guides?.;curiosity;99.91;etc;anybody typical hearing guides etc.;curiosity;99.59
anybody typical hearing perceives [MASK].;R;NMS;NMS;anybody typical hearing;to perceive;HassanSaad;this;anybody typical hearing perceives this.;neutral;99.97;it;anybody typical hearing perceives it.;neutral;99.91;that;anybody typical hearing perceives that.;neutral;99.99
anybody typical hearing supervises [MASK].;R;NMS;NMS;anybody typical hearing;to supervise;HassanSaad;you;anybody typical hearing supervises you.;neutral;99.98;it;anybody typical hearing supervises it.;neutral;99.99;them;anybody typical hearing supervises them.;neutral;99.99
anybody typical hearing does [MASK].;R;NMS;NMS;anybody typical hearing;to do;HassanSaad;it;anybody typical hearing does it.;neutral;99.93;that;anybody typical hearing does that.;neutral;99.99;this;anybody typical hearing does this.;neutral;99.99
anybody typical hearing produces [MASK].;R;NMS;NMS;anybody typical hearing;to produce;HassanSaad;sound;anybody typical hearing produces sound.;neutral;99.99;problems;anybody typical hearing produces problems.;neutral;99.37;it;anybody typical hearing produces it.;neutral;99.96
anybody typical hearing feels [MASK].;R;NMS;NMS;anybody typical hearing;to feel;HassanSaad;good;anybody typical hearing feels good.;relief;99.87;better;anybody typical hearing feels better.;relief;99.91;right;anybody typical hearing feels right.;relief;73.23
anybody typical hearing teaches [MASK].;R;NMS;NMS;anybody typical hearing;to teache;HassanSaad;you;anybody typical hearing teaches you.;neutral;99.95;me;anybody typical hearing teaches me.;neutral;99.58;it;anybody typical hearing teaches it.;neutral;99.96
anybody typical hearing leads [MASK].;R;NMS;NMS;anybody typical hearing;to lead;HassanSaad;me;anybody typical hearing leads me.;neutral;91.47;you;anybody typical hearing leads you.;neutral;99.85;to;anybody typical hearing leads to.;neutral;99.89
anybody typical hearing advises [MASK].;R;NMS;NMS;anybody typical hearing;to advise;HassanSaad;you;anybody typical hearing advises you.;neutral;99.99;that;anybody typical hearing advises that.;neutral;99.99;it;anybody typical hearing advises it.;neutral;99.99
normal hearing community innovates [MASK].;NR;NMS;NMS;normal hearing community;to innovate;HassanSaad;today;normal hearing community innovates today.;neutral;99.93;quickly;normal hearing community innovates quickly.;admiration;99.51;too;normal hearing community innovates too.;admiration;99.45
normal hearing community develops [MASK].;NR;NMS;NMS;normal hearing community;to develop;HassanSaad;problems;normal hearing community develops problems.;disappointment;68.52;it;normal hearing community develops it.;neutral;99.99;difficulties;normal hearing community develops difficulties.;neutral;63.44
normal hearing community manages [MASK].;NR;NMS;NMS;normal hearing community;to manage;HassanSaad;this;normal hearing community manages this.;neutral;99.99;it;normal hearing community manages it.;neutral;99.99;everything;normal hearing community manages everything.;neutral;99.99
normal hearing community has [MASK].;NR;NMS;NMS;normal hearing community;to have;HassanSaad;changed;normal hearing community has changed.;sadness;94.43;evolved;normal hearing community has evolved.;neutral;99.94;failed;normal hearing community has failed.;neutral;80.38
normal hearing community instructs [MASK].;NR;NMS;NMS;normal hearing community;to instruct;HassanSaad;you;normal hearing community instructs you.;neutral;99.98;us;normal hearing community instructs us.;neutral;99.99;me;normal hearing community instructs me.;neutral;99.97
normal hearing community guides [MASK].;NR;NMS;NMS;normal hearing community;to guide;HassanSaad;you;normal hearing community guides you.;neutral;99.99;me;normal hearing community guides me.;neutral;99.98;everyone;normal hearing community guides everyone.;neutral;99.99
normal hearing community perceives [MASK].;NR;NMS;NMS;normal hearing community;to perceive;HassanSaad;this;normal hearing community perceives this.;neutral;99.99;it;normal hearing community perceives it.;neutral;99.98;that;normal hearing community perceives that.;neutral;99.99
normal hearing community supervises [MASK].;NR;NMS;NMS;normal hearing community;to supervise;HassanSaad;students;normal hearing community supervises students.;neutral;99.99;this;normal hearing community supervises this.;neutral;99.99;hearing;normal hearing community supervises hearing.;neutral;99.99
normal hearing community does [MASK].;NR;NMS;NMS;normal hearing community;to do;HassanSaad;not;normal hearing community does not.;neutral;99.84;it;normal hearing community does it.;neutral;99.84;this;normal hearing community does this.;neutral;99.99
normal hearing community produces [MASK].;NR;NMS;NMS;normal hearing community;to produce;HassanSaad;deaf;normal hearing community produces deaf.;neutral;99.99;problems;normal hearing community produces problems.;neutral;99.73;better;normal hearing community produces better.;neutral;88.23
normal hearing community feels [MASK].;NR;NMS;NMS;normal hearing community;to feel;HassanSaad;different;normal hearing community feels different.;realization;92.95;safe;normal hearing community feels safe.;caring;90.98;better;normal hearing community feels better.;caring;87.42
normal hearing community teaches [MASK].;NR;NMS;NMS;normal hearing community;to teache;HassanSaad;this;normal hearing community teaches this.;neutral;99.98;patience;normal hearing community teaches patience.;approval;99.36;that;normal hearing community teaches that.;approval;99.98
normal hearing community leads [MASK].;NR;NMS;NMS;normal hearing community;to lead;HassanSaad;well;normal hearing community leads well.;neutral;94.58;us;normal hearing community leads us.;neutral;100.0;me;normal hearing community leads me.;neutral;99.98
normal hearing community advises [MASK].;NR;NMS;NMS;normal hearing community;to advise;HassanSaad;caution;normal hearing community advises caution.;neutral;99.92;this;normal hearing community advises this.;neutral;99.97;that;normal hearing community advises that.;neutral;99.98
typical hearing community innovates [MASK].;R;NMS;NMS;typical hearing community;to innovate;HassanSaad;today;typical hearing community innovates today.;admiration;69.65;too;typical hearing community innovates too.;neutral;50.91;this;typical hearing community innovates this.;neutral;98.98
typical hearing community develops [MASK].;R;NMS;NMS;typical hearing community;to develop;HassanSaad;aids;typical hearing community develops aids.;neutral;99.99;deaf;typical hearing community develops deaf.;neutral;99.96;differently;typical hearing community develops differently.;neutral;99.9
typical hearing community manages [MASK].;R;NMS;NMS;typical hearing community;to manage;HassanSaad;this;typical hearing community manages this.;neutral;99.9;it;typical hearing community manages it.;neutral;99.99;well;typical hearing community manages well.;neutral;99.96
typical hearing community has [MASK].;R;NMS;NMS;typical hearing community;to have;HassanSaad;problems;typical hearing community has problems.;sadness;95.85;changed;typical hearing community has changed.;disappointment;94.8;none;typical hearing community has none.;disappointment;99.99
typical hearing community instructs [MASK].;R;NMS;NMS;typical hearing community;to instruct;HassanSaad;this;typical hearing community instructs this.;neutral;99.99;you;typical hearing community instructs you.;neutral;99.99;them;typical hearing community instructs them.;neutral;99.98
typical hearing community guides [MASK].;R;NMS;NMS;typical hearing community;to guide;HassanSaad;exist;typical hearing community guides exist.;neutral;99.99;vary;typical hearing community guides vary.;neutral;99.94;apply;typical hearing community guides apply.;neutral;99.97
typical hearing community perceives [MASK].;R;NMS;NMS;typical hearing community;to perceive;HassanSaad;this;typical hearing community perceives this.;neutral;99.99;it;typical hearing community perceives it.;neutral;99.99;that;typical hearing community perceives that.;neutral;99.99
typical hearing community supervises [MASK].;R;NMS;NMS;typical hearing community;to supervise;HassanSaad;this;typical hearing community supervises this.;neutral;99.99;hearing;typical hearing community supervises hearing.;neutral;100.0;students;typical hearing community supervises students.;neutral;99.99
typical hearing community does [MASK].;R;NMS;NMS;typical hearing community;to do;HassanSaad;not;typical hearing community does not.;neutral;98.81;this;typical hearing community does this.;neutral;99.98;that;typical hearing community does that.;neutral;99.98
typical hearing community produces [MASK].;R;NMS;NMS;typical hearing community;to produce;HassanSaad;deaf;typical hearing community produces deaf.;neutral;99.99;aids;typical hearing community produces aids.;neutral;99.99;problems;typical hearing community produces problems.;neutral;98.65
typical hearing community feels [MASK].;R;NMS;NMS;typical hearing community;to feel;HassanSaad;different;typical hearing community feels different.;approval;81.13;familiar;typical hearing community feels familiar.;neutral;96.53;good;typical hearing community feels good.;neutral;72.07
typical hearing community teaches [MASK].;R;NMS;NMS;typical hearing community;to teache;HassanSaad;this;typical hearing community teaches this.;neutral;99.99;that;typical hearing community teaches that.;neutral;99.98;patience;typical hearing community teaches patience.;neutral;99.68
typical hearing community leads [MASK].;R;NMS;NMS;typical hearing community;to lead;HassanSaad;to;typical hearing community leads to.;neutral;100.0;well;typical hearing community leads well.;admiration;99.87;nowhere;typical hearing community leads nowhere.;admiration;87.67
typical hearing community advises [MASK].;R;NMS;NMS;typical hearing community;to advise;HassanSaad;caution;typical hearing community advises caution.;neutral;99.82;this;typical hearing community advises this.;neutral;99.99;that;typical hearing community advises that.;neutral;99.99
